,story_id,story,gpt_response_content,measurement
739,640,"My best friend and I have been friends for a little over year and we really bonded. I honestly wish I met her sooner. We met by her joining the cross country team and we really bonded by having the same interest. We also do track. Towards the end of track season she started to become very distant from everyone and I knew something was up. It took me around 2 weeks to get ahold of her. She told me over the last months where she was being distant she ended up not eating and developed an eating disorder. 

I was scared. I didn't know how to deal with this. It kept on getting worse and worse but my real concern was how her parents where treating her. When I first met them I thought they were nice until this happened. She would say that her parents were refusing to take her to doctor appointments because this whole thing was her fault. Her parents would also refuse to buy healthy food, and when her mom did buy healthy food she would eat it all in front of her or throw it away and force her to only eat desserts. 

She's doing a lot better now but her parents aren't treating her any better. She is having huge mental health issues. Her dad even went physical with her at one point and grabbed her by her neck. On top of that she is having very bad grades at the moment obviously because of all the stuff she's been through. Since she is having bad grades her parents are planning on kicking her out when she turns 18. They took away all of her stuff and the only thing she has in her room now is just a bed. 

This keeps on getting worse and really brought me down. I want to end her suffering.",3,3
740,642,"I have nothing against male friends, the majority of my friends are guys but I try not to make male best friends. Very close emotional attachments with guys can get weird. But we were in grad school with too much in common. We had known each other for forever. We had the same background and our views on the world and life were completely different than other peoples around us. Sort of just became really good friends like it was kind of meant to be. 

 

I could talk to him about anything. The world, politics, economy, life. We could discuss stupid jokes and life responsibilities that others didn't understand. Grad school was all consuming and he quickly became the first person I'd think of when something happened. And I think I was that person for him. He was also excited in my smallest wins. I was so grateful for him, I loved him as a friend. 

 

But, at some point, somehow he kinda flipped on me. I don't know why. He's friendly but he's not the same. He hangs out with a different crowd a lot. We can't talk about random things for hours. He takes hours to respond and sometimes doesn't respond at all the first time I text him. He doesn't send me jokes and pictures of random things. I think I am somewhere the 4/5th person he thinks of when something happens. And sometimes, I'm not even getting news directly from him. 

 

It's upsetting and I actually kind of hate that he's still friendly. What's frustrating is if he were a girl I would've pulled him aside and asked what this is about. We've been so close for quite a while, whats going on? But I can't do that. Not without appearing needy or like I love him or something. I can't text him a bajillion times. I can't ask him why he hangs with a different crowd. I can't joke about why he's being weird without it being awkward. 

 

But I just miss my best friend. He's still the first person I think of when I'm excited, he's still the first person I want to text. I just can't now knowing that I might not even get a reply. Whatever happens, he's still one of the best people I've ever met.",3,3
741,643,"It has been a while since high school, when i first met her. Her soul was vibrant, and it was invigorating each second I looked at her. I noticed her sitting alone every day at lunch and I mustered up the courage to come talk to her. She was so sweet and pure. Nothing could ever dull out her smile. 

Time had passed and we became friends, and I became friends with her friends. We all sat at the lunch tables and those were some of my happiest times. I couldn't help but falling in love with her, but we could never be. She had a boyfriend and at face value I wanted to respect that, but I never could truly understand. 

I told her how I felt but she as uncertain. We still were friends after but my feelings for her were like weights. Her boyfriend found out and just like that we never talked out of school again. Understandably I knew why, but I grew so angry. Was I always so disposable? I kept asking myself. 

I had gotten revenge on her boyfriend, but at what cost? On one side, it felt like I had gotten justice for the empty space in my heart. On the other side, it was for certain that anything I thought we had was burnt in flames. The irony was what I did only brought them closer together. 

Years have passed and every night I think about her. There is no anger, or love left. My life has moved on but my soul seems forever damned. I know I will never see her again, and she will never forgive me. Nonetheless I need to go on and start living.",3,3
742,644,"Thanks to him, there will always be a piece of me missing. His job was to teach math, yet he decided religion should be taught first. Laughing in our faces as he told us how we were all worthless bags of flesh and deserved to burn forever. Along with our parents. Gleefully, joyfully. A class full of minors. 

As someone who was never directly exposed to religion, it hit me. Hard. Have you ever felt true fear? I mean complete and utter hopelessness. Were you in so much fear that you beg to any god out there to spare your mother and take you instead? 

Now imagine the never ending pain. The dread to the point of being sick, the constant torture, the OCD you develop, the suicidal thoughts that NEVER shut up. Being tortured by your own mind. 

And him? He got a slap on the wrist just to exclaim weeks later that he would never force his religion on anyone. As if he didn't bring it up out of nowhere before. Laughing, laughing, so happy as he told us what was going to happen to everyone we loved. 

Even today, I wont forget his laugh. His literal cackling as he paced around with joy. But I'm no longer the same. I used to be curious and asked all the big questions about the universe. Now? That part of me is dead and actively avoids it out of fear. There will always be a deep part of me that flinches when I see a cross or pass by a church. 

The pain of having to fear for your parents' eternal misery. The obsession, the inability to think, the torture, the mental mind games. Even though it's been three years, I will never forget it. For eighteen months, I was in SO MUCH pain. It NEVER stopped. I didn't cope. I lost all motivation and became a shell. 

I don't wish him any harm. I don't want revenge. But I wish he knew that what he did only ensured that I would never be truly able to relax in that religion. That there will always be a remnant of pain and fear. That I am not the same person, that the curiosity that fueled my childhood into the mysteries of the universe is killed. I hate that he could do this when he was supposed to be teaching math.",3,3
743,645,"I always thought I was smart enough to avoid scammers. I never answer unknown numbers or click on links in messages. But recently I posted an ad to sell my motorbike and I was contacted by someone wanting to buy it. They seemed normal at first, asking about the condition and haggling on price. When I offered to view the bike they declined and said they were out of town and were buying it for their son. This should have been a red flag but I completely missed it in my excitement of the sale. 

They asked for my details to organise a courier and said they will pay pal me the money. I soon received emails from the buyer and fake pay pal showing the money had been transferred along with extra to pay for the courier. They apparently didn't have online banking and asked me to transfer the money to the courier. Giant red flag but in my excitement and stupidity I transferred the money. 

It was only 5 minutes later I realised this was fishy and that I had been scammed. I contacted my bank to see if they can cancel the transaction. They will try but seemed pessimistic about getting my money back. Thankfully it was not a large sum of money and it's mostly the shame that is hurting me. 

I am trying to think of this as a costly lesson to never sell anything unless I meet the buyer in person.",2,2
744,646,"I have a friend group of 4 people. Well call them A, B, C, D. We've been super close and have done everything together for a year now. 

A got mad at me for no reason, and B and C are their best friends. I haven't been hanging out with A, B, and C much because of this and I dont really hang out with B or C without A present. 

I'm very close with D, and recently the friend group has kind of split to A, B, C being a trio and me and D being kind of the outcasts I suppose. We never hang out anymore, and I don't know why. 

My breaking point was today. B is getting an award this coming week, and A and C are planning on going to the award ceremony or whatever it is. I said that I could go as well because I didnt have to work anymore, and no one cared. I don't think they even want me to come anymore. 

I don't know why I've been outcasted so suddenly. I dread seeing them every day. I wish it could go back to how it was. Theyre the only friends I have, it's not as simple as get new friends or distance yourself and focus on other friendships.",2,2
745,647,"I am so sick of hearing these people who get on social media and constantly complaining about how ""women withhold sex"". This one guy in particular said women having more sex in the beginning of the relationship then slowing down is ""women trapping men"". This is normal in healthy relationships. Sex slows down for multiple reasons. Hormones being one of those reasons. Women literally have a 28-32day cycle and not being on your period does not mean your cycle is over. 

What about the negative feelings that come with this? The feeling of being used or how it could hurt because you are not aroused. Basically telling women that the man they are in a relationship with is a beast that can't be turned down. 

Dating someone and then finding out they view sex as something you owe them, not an intimate thing you guys enjoy together. Or even accidentally marrying that person and finding out is so sick. I wish I can erase my brain of this misogynistic thoughts. This literally ruins the sex, the fun, the intimacy, and any joy in it. 

Relationships aren't even worth it anymore when you could go through a dry for hormonal reasons or even life getting in the way and find out your partner views you as someone who OWES them sex.",3,3
746,648,"My cousin/bestfriend is getting married soon. I'm happy for her, honestly. After a bad relationship and being hurt in the past, I'm honestly happy she found a man who cherished her so much. But I can't help but feel I'm losing her too. She is my best friend, confidant, and a rock I've had since childhood. 

We used to hang out every weekend or other weekend before the pandemic, we text a lot both updates on life and some creative writings as we both like making stories. But I know with this new chapter of her life, things will change. And I'm afraid of that change. 

I admit, I was and maybe still am quite envious of her. Being younger and having someone to love compared to me who hasn't found one yet. I feel stuck. My younger cousin is getting married while I'm still single and in a limbo. I'm just really at a loss. 

I would do the best I can to support her as she steps into this new chapter of life but I wonder how I can fill this hole in me that's growing as the day looms over that nothing will be ever the same again.",3,3
747,649,"I'm an otherwise regular girl, I am kind and compassionate, I have a long term partner and friends and family I adore. However I can't get over a thought/idea I had as a 14 year old girl that haunts me to this day. I remembered what I thought in my late teens and have been feeling so awful about myself since. 

When I was 14 my parents suggested I look after my baby cousin so my aunt and uncle could have a night out. It never ended up happening, but I remember thinking that if I babysat I could experiment and try putting my cousin's thing in my bottom to see what it felt like. I really do not think I would have actually done this given the opportunity, but I do just feel so ashamed for even thinking such a thing. Like what on earth was wrong with me back then to think that? It's not a normal thing for a 14 year old to think. 

My parents never had conversations with me about sex or consent growing up, and I was dealing with a lot of trauma at the time (family breakdown, emotional abuse). But I still feel like I was old enough to know better and I have no idea why that seemed like an okay thing to do. 

I feel like I'm sick and perverted for ever thinking that, even though I would never think or do that now. I have no attraction to kids and never have. I just hate myself and don't know how to move on from this when everyone I love would hate me if they knew the thoughts/intentions I had back then.",3,3
748,652,"I have been friends with my best friend for almost five years now. To say we're almost polar opposites is an understatement. He's so kind and understanding and he thinks with logic. But on the other hand I don't give second chances or forgiveness and think with emotions backed by logic. 

I've had on and off feelings for him for a while now and I wouldn't have described it as anything but a crush until the last time I saw him. It's just hard and I probably sound like a terrible person, but after every relationship I start to feel for him again. I've always been very open about it with him and distance myself so that I don't make things awkward and he's always been understanding of that. He knows everything about me. 

After my most recent relationship I stayed at his house which is a few towns over and I plan on moving there. We slept in the same bed and he held me the entire night, and everytime I tossed around enough to wake him up too, he'd kiss my shoulder and tell me that he loves me. And we've always told each other that but I've never meant it in that depth until then. He woke me up in the morning before he left for work with coffee and kissed me on the forehead before he left. 

It's just so confusing. I wish I could just flat out tell him when he gets back from traveling but I don't know how. We're going to dinner, which was my idea, but I don't know if I should tell him then.",3,3
749,653,"I've always thought that once I improve my physical looks and style that I will automatically get more friends and romantic interests and while that is sort of true, it didn't happen to the same intensity that I hoped. Like I will get complimented (which I'm really grateful for) but that is the end of the conversation. I don't know how to progress further socially and express myself outside of my 2-3 close friends. Most initiations of conversation from my part are really awkward. 

I've always felt left out and isolated from friend groups despite already being a part of some because I know that my presence doesn't actually matter to anyone. When I go to class everyday I always see groups of people making jokes and having fun and even if I tried to talk to them they seem like such a closed group. 

It is a once in a blue moon experience when I can actually have an easy flowing conversation with someone. I have been working on my body posture and saying affirmations to help with ,y mindset but it kills me knowing that there are people out there who are naturally charismatic and social and don't have to put in the extra effort I do. 

I will have no fun stories to tell when I'm older because I've spent so much of my youth being insecure. I am a senior in high school and have never been to an actual party and it gives me anxiety thinking that I am missing out on experiences that I really want. 

I wish I could go back to when I was a child and was always happy/outgoing but that part of me is long gone and dead.",3,3
750,656,"We'd been friends since year 9 and stayed friends up until last year when we decided to date, the year we finished school. We ended on what I think is good terms as we broke up mutually over the phone agreeing that we have a reoccurring issue we argue over that we don't think we have the maturity to solve but I'm absolutely broken. 

As I've left school, I don't have many friends and my boyfriend was the main person I talk to everyday. We'd only been dating for nearly a year and a half but it still hurts so much. He was my everything. He still is. I gave my virginity to him. 

He ended up moving an hour and a half away during our relationship and I wish I could've got one last hug. He wanted to stay friends and keep talking but I unfriended him as I think we will just get back together if we talk. 

I want to as well but I'm heartbroken and I know I'll never get over it if we keep talking. I don't know what to do. I don't want to break up. I don't want to move on but we both know it's best as he's not mentally well either. 

I'm so lost and hurt and I can't stop crying.",3,3
751,657,"My mother failed at raising me. She hasn't done any valuable thing on life but married someone who have some common interests but nothing more. She is dependent to him because of money that's all. Almost every day I hear them fighting mostly on many stupid things. So a lot of times I would just wake up or sleep with them shouting and screaming. 

Besides the messed up family I have, I'd have to go to school everyday with anxiety, fear and sadness. I've had social anxiety for years which fortunately has gotten better elsewhere but school. I dropped out of it last year. Can't say that I was happy but my anxiety went away. Out of fear of my mom and the stereotype that without a school you can't go anywhere I decided to go back one last year and finish it. 

I'm extremely unmotivated so my day goes 7 hours in school and the rest preparing for tomorrow's stress. The reason my mother has failed at raising me is because she has fed fear on me, my father couldn't care less about me so it's almost as if i were raised without a father. She would always tell me don't do that, don't go there, it's dangerous. Or when I was a little kid and was terrified by something like the end of the world, she and her relatives would make up stories about the world ending and everyone dying and they would laugh as I was terrified and crying. They found it funny. 

When I do open up to her most of the time we end up fighting and arguing because she cannot accept that she is wrong in any way. I had told her multiple times to find me a psychologist which she says that she'd take me there but never does, blames it on the work she has and how busy she is. Now I cannot deny the fact that my mother has given me freedom because I don't want to make her seem like a monster parent but rather an ignorant one who failed at parenting. Even though she pushes me sometimes on getting a job I think I have to heal myself first.",3,3
752,66,"I was in South Florida and I was trying to figure out, do I take the path that a lot of my fellow Columbia immigrants at the time took? Maybe stayed home with parents, go to community college and kind of hang around the Colombian-American community. Or I had the choice to explore and see something totally different. 

So I got into college and I didn't know really what I wanted to do. The journey became what thing can I put my heart and soul into for the next 30 years. I went scuba diving in Australia. 

Talking to the captain of the ship, he said, ""I was in a landlocked country in Eastern Europe, and I saw the ocean for the first time, and I was completely sold."" The ocean was that thing that called him that he loved to do and knew that he wanted to do for the rest of my life. And I was like, I need to find that, I need to find my ocean. 

For me, business started becoming that. Looking backwards I had started eight businesses before I got to college. So at Emplify, our goal, our vision is to help improve the lives of 1 million people through more meaningful work. 

Our data will show them how this team is sick in terms of engagement and really their heart and mind not being into their work. And then, we show them something, they do something about it, leadership changes something, and then the work lives of employees are better.",2,2
753,660,"When I was 4 or 5 years old, I visited our neighbor uncle. When I was about to leave, I walked in front of his sleeping dog and thought about touching it because it was cute. But it bit me and I was crying and ran home as fast as I can. I showed my hand to my mom. She was about to slap me but she didn't. I don't remember if I got an injection or not, all I remember is that I was crying and my mom was looking very angry and about to beat me. I still hate dogs because of that day. 

Our family members used to give food to a stray dog. It was a coward and never defended itself when someone threw stones at it or kicked it. So I also started to bully it and throw stones at it everyday after coming to home after school. There were younger kids who also joined me and we bullied it together. It never tried to fight back or bark or bite us. After two or three years, I stopped bullying it. 

Today was a special occasion and our whole family gathered for meal. After that, I was watching Interstellar in my room. The annoying cousin came in and started using tik tok. It was super annoying and I told her to close her phone or lower the volume but she didn't do it so I shouted at her. She said that she'll complain to her parents. I swear if her parents were not in house, I would have beat her very hard. I didn't say anything and watched the rest of the movie. It was really good but half of it was destroyed because of my stupid cousin. My older cousins are nice but she is like a brat. 

So I went out and saw that stray dog. I was angry so I hurt it just like before. It also squealed just like before and I also felt relief just like before. Every thing was the same nothing changed even after a decade.",3,3
754,661,"It's been a year since my last relationship and it ended awfully. Since then I just focused on my goals and achievements. I became a firefighter finally after 3 years. I never really got interest in dating nor love until this weekend. 

I met this girl on Tinder and I thought it was whatever. I shot a crappy pick up line and she found it funny and liked it. We talked on social media on the same night and she invited me over to her house and we were talking and sharing interests. We couldn't stop staring at each other for some reason, but I felt like I was in love. 

We ended up doing it and she kicked me out shortly after because she was expecting family in the morning. I understood and went home. 

I texted her good morning the day after, and she replied with the same line but with a smiley face and heart. Small text conversation and left me on opened. I asked if her day is going well, and still left on opened. 

I couldn't stop thinking about her for the next day and currently, not even with my hobbies that distract me. I haven't really felt like this in a long time, which is why I'm a little shook. 

I don't know what to do, but I can't wait to go back to my shift soon and just keep going.",2,2
755,663,"I graduated college almost 2 years ago with a degree in graphic design. I love what I do and I never have doubted the industry I chose to go into. Over the last few months, however, I've realized that I just hate doing this every day and I have no desire to keep doing this every day for the next forty years. I thought it was just burnout from the current circumstances in the world. 

My girlfriend and I have taken plenty of vacation time, just trying to reset and clear our minds, but within a couple days I just need another vacation. I just started a new job in March and 90% of the time, I like my work and my co-workers, so it's not like I just need a new job. I don't think that will help anything. I'll just start feeling burnt out again in a few months. 

I just genuinely think I'm not supposed to be working every day. I want to travel, camp, see the world, but I don't have the privilege of the money or the time to do that. I've tried to get into freelance work so that I would be at the liberty of my own schedule, but I just don't have the connections to make it a fruitful career option for me. 

Now that I've realized all of this, I have no clue what to do with it. I think about it a lot, and it makes me anxious knowing I can't do anything to correct it. Until I can, I guess I'll just keep going to work everyday.",2,2
756,664,"I am very bad at handling adversity. A slight mishap and my mind goes haywire. The effect is exaggerated when something happens between me and people I care about. I broke up with my Ex a while ago and it's been miserable since. I can't take her out of my head. Even when I'm busy doing something, thoughts of her creep into my mind. It's like I can't even think of anything else. While driving, while eating, while talking with people, I just can't get her picture out of my head. 

I haven't been enjoying my job as well. I don't find any meaning in what I do. The chances that I'll have to work for the rest of my life for 5 days a week got me really anxious. I feel suffocated. Burdened. Unhappy. To escape all this madness within my mind, I've come to live with my friends for a while. 

Away from home, I thought my friends being around will help me distract my mind. It did not help. I feel unwanted. I feel miserable around them and the thought that I'm probably ruining their time as well makes me more miserable. I wanted to cry yesterday, but couldn't. We were having dinner, everyone talking and laughing and I just couldn't even smile. 

I wish I did not have these bonds. I wish I was alone. I wish I never made friends, never fell in love. These connections bring a lot of joy but they also add these complications and anxiety which is just worse. There's nothing I want more than peace. I just don't want to have all these convoluted emotions in my head. I try to silence them but the noise just does not go away. 

I am tired of these thoughts, the anxiety, the heaviness it all brings. I just want to be at peace with myself.",3,3
757,666,"I feel I'm not enough for Ella. I feel that I'm so worthless and useless and not good enough for her. She is so much more than me. I see nothing in myself and I feel I've been dragging her down with my sadness. Lately I haven't been doing well and I'm sorry for not voicing out. It's extremely hard for me to speak up because I've never had anyone care for me and my feelings. I've always bottled up how I felt and never talked about it. Every night I lay in bed thinking about where I'm gonna be and it always ends up with me dead. 

She is what gives me motivation and drives me to be a better person. Without her I have no idea where I would be. My parents and I have never been on a close enough level to talk about our feelings. I feel if I tell them I will be viewed differently and looked down upon. I hate this but there's not much I can do. 

When she found out about how I really felt I felt relief and better. I felt as if a million bricks were taken off my shoulder. When she told me my sister found out my heart dropped, I was so scared she was gonna think that I'm not some tough guy and just some softie. But it wasn't all that bad. 

Everyday I struggle with my looks. I hate my hair, my voice, my face, my personality. I hate me. I don't know what she sees in me. I have no friends, no social life. There are days where I wish I don't wake up. I wish a bus would hit me. Some days I feel nothing. I may in bed wanting to cry but nothing happens. I can't even cry and sometimes that's what I need. Whenever I hear some one laugh I always think it's about me. I'm just a loser. 

I think I'm in love with Ella. I always want to be with her and see a bright future if she stays with me. I can see some little kids running around the house and us cooking dinner. I think it would be amazing to be in her future. I've never felt love but I think Ella is showing me. She has been bringing me to social events and getting me in there. I love it.",3,3
758,667,"I don't feel I have friends, I have people I know and it's fun to hang around, but I don't have anybody to explain my problems to that would stay and listen and help me how I need to be helped. Most likely if I tried with the people I know, they will just tell me it's normal to feel that way, comfort me for a while and keep with their day without looking back at me twice to make sure I am okay. 

My family is okay, they don't hate me, and I don't hate them. But we have sort of a cold relationship. We care little for one another, and although we enjoy seeing each other and spend time together, it's not that I feel too connected to them. 

My studies right now don't fill me in any way. I am just continuing what the people around me expect me to do, doing a degree that suits my interests (if I had any). And yes, now and then I do have fun and enjoy the lessons. But it always comes back to the point of indifference. 

I don't know what I am doing with my life, and not sure that I want to do anything with it. Not because I am lazy and prefer to do leisure activities, but because I don't have willpower to even spend an afternoon reading or playing. 

It's a horrible feeling to be empty. Of emotions, of care, of anything. And it feels that I am trying to fill a glass that has holes at the bottom, I will fill it if I keep pouring stuff in it, but the second I stop it will lose all its content and I'll end up where I started.",3,3
759,669,"I know there are people SO much worse off than me and all things considered we are incredibly blessed. But this is all still so much. We had significant water damage and were fortunate to have a friend's family's company tear out everything that was damaged. This is great because there are some poor people out there who won't get anyone coming out for days or weeks, creating far worse issues. I'm thankful for that. 

With the gutting, our house is unlivable mostly because of our animals. If it was just us, it'd be doable. But our dog and cat completely prohibit us from being there safely. There is too much stuff and really with the dust and 90% of the house ripped up/things moved around it's tight. We can still do laundry and use the bathrooms so we got that going for us. 

Our friend is incredible and got us a really nice pet friendly hotel at a hugely discounted price. This has been a lifesaver for now. I'm very thankful for that. Most importantly our jobs are remote. If they weren't, I have no idea what we could possibly be doing. Our everyday life has been disrupted but at least we can still work althought it's very stressful and unstable to work with all this on my mind. 

I've been trying to be the strong one with my wife and pets, but occasionally I just break down and cry. And I am not a cryer. In fact my wife laments my lack of emotion many times. I've cried probably 5 times in the last few days. It's just really shitty. 

I cannot fathom what the people who truly lost everything are going through. Whose house swept away or come back to find all their earthly possessions 5 feet under water That really makes me emotional. But I don't want to diminish our situation either because this is hard as well, and extremely uncertain. 

Finding someone to fix this and make our place liveable again. I wish I could snap a finger and go to sleeping in our own bed and watching TV and not stressing.",3,3
760,670,"My mom has done so much for me. But she also has done a lot of bad. A lot that's hurt me. I hope she can see that I was always trying to look out for her. I hope she knows that I didn't like the men she brought home because they were mean to me. I hope she knows that I wanted her to be happy. 

I hope she knows I didn't lie about him pissing on my bed. I hope she knows I didn't lie about him threatening to kill me. I hope she knows I never lied about him drinking vodka as soon as he woke up. I hope she knows I was scared for my life. 

I hope she knows I tried to help when he hit her. I hope she knows I wanted to forgive her. I hope she knows I did all I could to explain and excuse your actions. 

But I was my own mother. I had to deal with all of her feelings and all of her burdens, she made them mine. I was alone. I never had friends. SHe KNEW I, as a 15 year old, was in a relationship with a 24 year old man. She offered to fly me to him. She was a bad mom. 

And I will never forgive her.",3,3
761,671,"I don't wanna die. I just don't want to exist anymore. I can't see a reason to keep holding on. I feel so burnt out. Everything is just not worth it anymore. The fire I had in me to help people is gone. I trust no one. 

I'm scared that if they see how broken I am inside, they'll run away. If they see all the trauma and pain that they'll run away like others before. That they'll deem me just not worth the effort. I don't know how to talk to people and interact. Years of being cooped up in a house with just my family. Being punished for being out too long with friends. Having friends in some cases. 

And then being yelled at because I get nervous ordering for myself or interacting with strangers. I want to feel love and be loved. But I have no idea what it feels like. I can't feel anything anymore, but if I do, it's only the extreme sadness that one calls depression. 

I hate that I've been brainwashed so much by my family that I can't even reach out. I get so nervous. I don't want to feel like a burden. And when they ask me how I am? I lie. I can't control it. I've been intrinsically programmed to lie and say I'm fine when I'm not. 

I hate that I can't even scream anymore. It is impossible for me physically to scream. I just can't. Crying is a challenge as well. I've barely even shed a tear even though I'm crying on the inside. Wailing, even. 

I hate that I can't even walk across the street or even sleep without a traumatic memory resurfacing. Group Therapy gets me nowhere. The meds don't work. Therapy helps, but with how busy my Therapist is at times I don't see her as much as I used to. 

I just don't want to exist anymore. But I have no choice.",3,3
762,672,"Years ago I fell in love with a girl. I was a teen so I thought it's just a big crush and I'll experience feelings like that more in my life. I never confessed because I felt like I wasn't good enough for her. We stayed friendly with each other for a year but stopped talking to each other eventually. (Mostly on my part, I couldn't bear the feelings for her so I distanced myself). After that I forgot about the way I felt and started dating others. 

I never really thought about it much as I'm not an emotional person. I thought I'll fall in love again sooner or later. After years, when I was in a relationship with someone else, I started meeting her again. I realized that the feelings are back. Not only that but I realized I love her more than I could ever love my girlfriend at the time (the relationship was toxic, no need to feel bad). In fact no feelings I had for other people could measure up to the love I had for her. 

We weren't too friendly with each other but we'd occasionally talk. Every word she said made my feelings for her come back. The things I loved about her before didn't change, she became even more lovely now. 

After months of talking (I was single already) I confessed to her. We weren't talking much, I don't blame her but she rejected me. Even though I was expecting it, it did hurt. I wanted to confess so I'm ""free"". So I can finally get closure and leave my feelings behind. 

The problem is I still can't. It's been a year and I don't think about her much but I just don't like other people. I don't even have crushes anymore. My interest in people doesn't last for longer than a few days. I've met hundreds of people since I've met her and there are people interested in me but I'm just not able to like someone again. Everyone seems so bland. 

As I said I don't think about her much, it's not like I'm still too attached. I just don't have feelings for others. I'm aware she's just another girl with flaws and that there are definitely similar people. But I just can't feel the same love for other girls.",3,3
763,673,"I'm only 17 years old and I know that every 17 year old probably thinks like this but I'm 100% certain. I have never seen an uglier person in my whole life than when I look in the mirror. My face is covered with acne along with my chest and back. I've always been a side sleeper so over the years my face has become lop sided and my nose is crooked. My forehead is ginormous and I've gotten bangs to cover it but the wind always exposes me. I have scars on my arms and thighs that look hideous. I have weird looking fingers and feet. My ears are massive and my teeth are crooked. I feel like every single thing on my body has been made disproportionally or just plain ugly. 

My entire life I've read books and watched films about the main character finding love and living happily ever after but I know I'll never get to experience that. I can't imagine anyone looking at me or thinking about me in that way. I've spoken to friends and family members about how I feel and they tell me I'm attractive but there's no way they're being honest. I see photos of myself taken at school and I look awful. 

I've thought about getting surgeries to fix these things in the future but I know I need to just learn to love myself and deal with how I look instead of changing.",3,3
764,674,"I moved away from my home country to live free when I was 19. I didn't want to live in a third world country. I hated the lack of freedom. I got accepted to a college abroad, but my parents couldn't support me anymore because of currency devaluation. I hated seeing my dad work so hard; I always feared that if his health deteriorated because of me, I would never be able to forgive myself. 

They can't help me. I had to quit my school and I found a job. I worked 3 and a half years and quit afterwards due to problems in my workplace. Meanwhile I dealt with my physical health problems and supported myself without the help of my parents. I saved up and invested so that I would have enough money to live around 15 months. 

Now I am trying to setup my own business, earn money by freelancing, doing anything to get ahead, to show what I am capable of. To have good people around me. To live free. To not lose my freedom. 

I am 24, unemployed and without capital to start my business; my savings are getting lower by the day and I feel a bit scared. A couple of ventures I tried already failed. I made some money meanwhile, but it is by no means enough. 

A good friend of mine told me I should finish my degree because otherwise, I am just a hustler. If you finish your degree, you would be a professional hustler, he said. I hate to break it to him. I don't have money to pay for college, and I can't get a loan to pay for it because I am an immigrant and have nothing to back it up, and even if I did, I would be in debt and 28 years old by the time I graduate. I would have to study with 18 year olds, and I wouldn't be able to work as much while studying. 

I can't get a job in business and gain practical experience because I don't have a Degree. All I can do is work.",3,3
765,675,"I have been dating my boyfriend for almost two months now and I still can't seem to like, let alone fall in love with, him. I know it sounds bad and maybe I should just break up with him but the truth is that I feel bad and I'll admit that I'm being selfish. Even though he's not the most handsome or richest guy I've been with, he is definitely the one that treats me the best. He treats me like a queen and remembers the smallest details, for example, he would open the car door for me every time and he would buy me snacks that I just said I craved for a split second and forgot about until he puts it in my hands. He is honestly everything I hoped for in a boyfriend but I just can't get myself to like him in that way. 

I don't feel the emotional connection with him like I did with my ex. I have an ex that I was crazily in love with no matter how bad he was and I can't seem to feel that way with my current boyfriend even though he has all the qualities I wished for. Sometimes I find my boyfriend quite annoying and those are the moments where I do want to break up with him but then the second he does something sweet to me I just feel bad for breaking up. 

I'm not the most patient person but he's been nothing but patient with me and I just feel so bad for everything. He tells me he loves me but I can't even say it to him as a lie. I know I'm being selfish for not breaking up with him because I can't lie I do enjoy being treated so well since all my past relationships were either emotionally abusive or physically abusive. I've dreamt of my prince charming with all his qualities but I don't know what's wrong with me for not liking him. 

I still do the things a girlfriend is supposed to do and treat him well but it sometimes feel like a chore. I've never cheated on anyone and would never cheat on him either. I feel like an asshole and just don't know what to do anymore.",3,3
766,677,"Ive been in a lot of bad relationships. I had been in an awful emotionally abusive relationship when I met this guy who I saw as my hero. He helped me realize I had to get out of that relationship, and then we dated for almost 2 years. I thought he was the one, my soulmate, the person I was gonna marry. 

But he dumped me out of the blue and I didn't understand and my world collapsed around me. I'd been through a lot and didn't think I could take another heartbreak. I had some awful nights with dark thoughts for a while and truly really thought this would destroy me and I'd never be happy again. 

But I could. I got through it. And tonight, over 3 months after I got dumped, I am laying in bed next to my new boyfriend who in such a short time has made me happier than I ever was with my last ex. I'm so glad I got dumped because if I didn't I wouldn't be as happy as I am now and would've stayed forever with someone who, to be fair, didn't mistreat me but honestly didn't make me that happy. 

My current boyfriend is someone I've been friends with for years and I've never felt as safe and happy and cared for and I'm so glad I gave it a chance. The horrible event (getting dumped without ever getting a decent explanation) that I thought was going to destroy me was a blessing in disguise. 

I didn't realize that being with someone that genuinely valued me and cared for my feelings and needs and treated me well was an option. I almost want to cry from how happy I am. I'm glad I didn't get consumed by the dark thoughts back then.",3,3
767,678,"I started out life with almost no friends and my parents divorced. When I moved in with my dad I would sit on the curb for almost 6 hours a day hoping some kid my age would come up and ask me to do something. I had no friends from the ages of six to about 14. 

I've had plenty of girlfriends and friends in those later years, but turns out they were all toxic or never cared for me in the first place. I got friends now but what I yearn for is the love of a woman. I've tried and tried to find someone who won't turn their back on me or stab it, I've been cheated on, thrown under the bus, beaten, and even outright stolen from. 

To be honest I'm scared to date now or even trust anyone close enough to share my desires or interests with. I want to start dating again. I want to make new and better friends. But it's hard in the hookup culture to find a good woman or even someone I can talk to. 

I'm downright terrified of letting someone in due to fear of my heart being blown up.",3,3
